tahun,nama_kabupaten,nama_kecamatan,nama_kelurahan,status_kawin,jumlah
2017,JAKARTA SELATAN,TEBET,TEBET BARAT,Kawin,89.00
2017,JAKARTA SELATAN,TEBET,MENTENG DALAM,Kawin,152.00
2017,JAKARTA SELATAN,TEBET,KEBON BARU,Kawin,152.00
2017,JAKARTA SELATAN,TEBET,BUKIT DURI,Kawin,171.00
2017,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Kawin,136.00
2017,JAKARTA SELATAN,TEBET,MANGGARAI,Kawin,140.00
2017,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Kawin,10.00
2017,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Kawin,9.00
2017,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Kawin,64.00
2017,JAKARTA SELATAN,SETIA BUDI,KARET,Kawin,43.00
2017,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Kawin,159.00
2017,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Kawin,160.00
2017,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Kawin,13.00
2017,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Kawin,23.00
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Kawin,58.00
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Kawin,57.00
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Kawin,164.00
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Kawin,118.00
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Kawin,45.00
2017,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Kawin,100.00
2017,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Kawin,158.00
2017,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Kawin,103.00
2017,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Kawin,154.00
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Kawin,198.00
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Kawin,158.00
2017,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Kawin,139.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Kawin,148.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Kawin,173.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Kawin,161.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Kawin,179.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Kawin,168.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Kawin,130.00
2017,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Kawin,95.00
2017,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Kawin,99.00
2017,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Kawin,133.00
2017,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Kawin,63.00
2017,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Kawin,87.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Kawin,6.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Kawin,40.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Kawin,33.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Kawin,9.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Kawin,29.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Kawin,7.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Kawin,23.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Kawin,43.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Kawin,161.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Kawin,131.00
2017,JAKARTA SELATAN,PANCORAN,PANCORAN,Kawin,74.00
2017,JAKARTA SELATAN,PANCORAN,KALIBATA,Kawin,138.00
2017,JAKARTA SELATAN,PANCORAN,RAWA JATI,Kawin,71.00
2017,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Kawin,103.00
2017,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Kawin,78.00
2017,JAKARTA SELATAN,PANCORAN,CIKOKO,Kawin,56.00
2017,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Kawin,197.00
2017,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Kawin,211.00
2017,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Kawin,125.00
2017,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Kawin,202.00
2017,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Kawin,120.00
2017,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Kawin,120.00
2017,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Kawin,96.00
2017,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Kawin,169.00
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Kawin,191.00
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Kawin,136.00
2017,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Kawin,157.00
2017,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Kawin,150.00
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Kawin,169.00
2017,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Kawin,123.00
2017,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,Kawin,103.00
2017,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Kawin,81.00
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Kawin,177.00
2017,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Kawin,58.00
2017,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Kawin,204.00
2017,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Kawin,223.00
2017,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Kawin,102.00
2017,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Kawin,179.00
2017,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Kawin,197.00
2017,JAKARTA TIMUR,PULO GADUNG,JATI,Kawin,136.00
2017,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Kawin,138.00
2017,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Kawin,153.00
2017,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Kawin,52.00
2017,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Kawin,123.00
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Kawin,149.00
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Kawin,236.00
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Kawin,120.00
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Kawin,192.00
2017,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,Kawin,156.00
2017,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,Kawin,205.00
2017,JAKARTA TIMUR,KRAMAT JATI,DUKUH,Kawin,110.00
2017,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,Kawin,198.00
2017,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Kawin,99.00
2017,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Kawin,166.00
2017,JAKARTA TIMUR,KRAMAT JATI,CAWANG,Kawin,158.00
2017,JAKARTA TIMUR,PASAR REBO,GEDONG,Kawin,123.00
2017,JAKARTA TIMUR,PASAR REBO,BARU,Kawin,77.00
2017,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Kawin,142.00
2017,JAKARTA TIMUR,PASAR REBO,KALISARI,Kawin,133.00
2017,JAKARTA TIMUR,PASAR REBO,PEKAYON,Kawin,149.00
2017,JAKARTA TIMUR,CAKUNG,JATINEGARA,Kawin,253.00
2017,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Kawin,62.00
2017,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Kawin,346.00
2017,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Kawin,185.00
2017,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Kawin,325.00
2017,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Kawin,81.00
2017,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Kawin,178.00
2017,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Kawin,196.00
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Kawin,220.00
2017,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Kawin,243.00
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Kawin,264.00
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Kawin,141.00
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Kawin,174.00
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Kawin,98.00
2017,JAKARTA TIMUR,MAKASAR,MAKASAR,Kawin,121.00
2017,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Kawin,41.00
2017,JAKARTA TIMUR,MAKASAR,KEBON PALA,Kawin,145.00
2017,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Kawin,64.00
2017,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Kawin,144.00
2017,JAKARTA TIMUR,CIRACAS,CIRACAS,Kawin,261.00
2017,JAKARTA TIMUR,CIRACAS,CIBUBUR,Kawin,231.00
2017,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Kawin,216.00
2017,JAKARTA TIMUR,CIRACAS,SUSUKAN,Kawin,92.00
2017,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Kawin,180.00
2017,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Kawin,72.00
2017,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Kawin,67.00
2017,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Kawin,78.00
2017,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Kawin,101.00
2017,JAKARTA TIMUR,CIPAYUNG,SETU,Kawin,79.00
2017,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Kawin,115.00
2017,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Kawin,234.00
2017,JAKARTA TIMUR,CIPAYUNG,CEGER,Kawin,62.00
