tahun,nama_kabupaten,nama_kecamatan,nama_kelurahan,status_kawin,jumlah
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,Belum Kawin,1.00
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,Belum Kawin,2.00
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,Belum Kawin,1.00
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,Belum Kawin,
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,Belum Kawin,4.00
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,Belum Kawin,
2017,JAKARTA PUSAT,GAMBIR,GAMBIR,Belum Kawin,1.00
2017,JAKARTA PUSAT,GAMBIR,CIDENG,Belum Kawin,5.00
2017,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Belum Kawin,19.00
2017,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Belum Kawin,15.00
2017,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Belum Kawin,12.00
2017,JAKARTA PUSAT,GAMBIR,DURI PULO,Belum Kawin,24.00
2017,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Belum Kawin,8.00
2017,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Belum Kawin,19.00
2017,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Belum Kawin,7.00
2017,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Belum Kawin,10.00
2017,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Belum Kawin,28.00
2017,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Belum Kawin,32.00
2017,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Belum Kawin,17.00
2017,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Belum Kawin,22.00
2017,JAKARTA PUSAT,KEMAYORAN,SERDANG,Belum Kawin,24.00
2017,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Belum Kawin,20.00
2017,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Belum Kawin,33.00
2017,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Belum Kawin,11.00
2017,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Belum Kawin,29.00
2017,JAKARTA PUSAT,SENEN,SENEN,Belum Kawin,6.00
2017,JAKARTA PUSAT,SENEN,KENARI,Belum Kawin,6.00
2017,JAKARTA PUSAT,SENEN,PASEBAN,Belum Kawin,20.00
2017,JAKARTA PUSAT,SENEN,KRAMAT,Belum Kawin,26.00
2017,JAKARTA PUSAT,SENEN,KWITANG,Belum Kawin,18.00
2017,JAKARTA PUSAT,SENEN,BUNGUR,Belum Kawin,11.00
2017,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Belum Kawin,6.00
2017,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Belum Kawin,9.00
2017,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Belum Kawin,5.00
2017,JAKARTA PUSAT,MENTENG,MENTENG,Belum Kawin,25.00
2017,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Belum Kawin,17.00
2017,JAKARTA PUSAT,MENTENG,CIKINI,Belum Kawin,9.00
2017,JAKARTA PUSAT,MENTENG,GONDANGDIA,Belum Kawin,4.00
2017,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Belum Kawin,11.00
2017,JAKARTA PUSAT,TANAH ABANG,GELORA,Belum Kawin,4.00
2017,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Belum Kawin,11.00
2017,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Belum Kawin,6.00
2017,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Belum Kawin,6.00
2017,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Belum Kawin,14.00
2017,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Belum Kawin,12.00
2017,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Belum Kawin,10.00
2017,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Belum Kawin,4.00
2017,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Belum Kawin,24.00
2017,JAKARTA PUSAT,JOHAR BARU,GALUR,Belum Kawin,22.00
2017,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Belum Kawin,34.00
2017,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Belum Kawin,62.00
2017,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Belum Kawin,11.00
2017,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Belum Kawin,14.00
2017,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Belum Kawin,54.00
2017,JAKARTA UTARA,PENJARINGAN,PLUIT,Belum Kawin,28.00
2017,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Belum Kawin,35.00
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Belum Kawin,22.00
2017,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Belum Kawin,34.00
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Belum Kawin,23.00
2017,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Belum Kawin,19.00
2017,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Belum Kawin,24.00
2017,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Belum Kawin,18.00
2017,JAKARTA UTARA,KOJA,KOJA,Belum Kawin,30.00
2017,JAKARTA UTARA,KOJA,TUGU UTARA,Belum Kawin,53.00
2017,JAKARTA UTARA,KOJA,LAGOA,Belum Kawin,52.00
2017,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Belum Kawin,26.00
2017,JAKARTA UTARA,KOJA,TUGU SELATAN,Belum Kawin,30.00
2017,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Belum Kawin,38.00
2017,JAKARTA UTARA,CILINCING,CILINCING,Belum Kawin,47.00
2017,JAKARTA UTARA,CILINCING,SUKAPURA,Belum Kawin,19.00
2017,JAKARTA UTARA,CILINCING,MARUNDA,Belum Kawin,20.00
2017,JAKARTA UTARA,CILINCING,KALI BARU,Belum Kawin,75.00
2017,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Belum Kawin,36.00
2017,JAKARTA UTARA,CILINCING,ROROTAN,Belum Kawin,14.00
2017,JAKARTA UTARA,CILINCING,SEMPER BARAT,Belum Kawin,37.00
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Belum Kawin,31.00
2017,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Belum Kawin,53.00
2017,JAKARTA UTARA,PADEMANGAN,ANCOL,Belum Kawin,12.00
2017,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Belum Kawin,18.00
2017,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Belum Kawin,24.00
2017,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Belum Kawin,10.00
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Belum Kawin,63.00
2017,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Belum Kawin,32.00
2017,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Belum Kawin,22.00
2017,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Belum Kawin,18.00
2017,JAKARTA BARAT,CENGKARENG,KAPUK,Belum Kawin,62.00
2017,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Belum Kawin,49.00
2017,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Belum Kawin,13.00
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Belum Kawin,12.00
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Belum Kawin,18.00
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Belum Kawin,12.00
2017,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Belum Kawin,18.00
2017,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Belum Kawin,32.00
2017,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Belum Kawin,20.00
2017,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Belum Kawin,14.00
2017,JAKARTA BARAT,TAMAN SARI,KRUKUT,Belum Kawin,20.00
2017,JAKARTA BARAT,TAMAN SARI,MAPHAR,Belum Kawin,12.00
2017,JAKARTA BARAT,TAMAN SARI,TANGKI,Belum Kawin,14.00
2017,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Belum Kawin,12.00
2017,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Belum Kawin,14.00
2017,JAKARTA BARAT,TAMAN SARI,GLODOK,Belum Kawin,13.00
2017,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Belum Kawin,16.00
2017,JAKARTA BARAT,TAMBORA,TAMBORA,Belum Kawin,11.00
2017,JAKARTA BARAT,TAMBORA,KALI ANYAR,Belum Kawin,18.00
2017,JAKARTA BARAT,TAMBORA,DURI UTARA,Belum Kawin,7.00
2017,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Belum Kawin,38.00
2017,JAKARTA BARAT,TAMBORA,KERENDANG,Belum Kawin,9.00
2017,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Belum Kawin,21.00
2017,JAKARTA BARAT,TAMBORA,ANGKE,Belum Kawin,24.00
2017,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Belum Kawin,35.00
2017,JAKARTA BARAT,TAMBORA,PEKOJAN,Belum Kawin,29.00
2017,JAKARTA BARAT,TAMBORA,ROA MALAKA,Belum Kawin,3.00
2017,JAKARTA BARAT,TAMBORA,DURI SELATAN,Belum Kawin,15.00
2017,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Belum Kawin,36.00
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Belum Kawin,20.00
2017,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Belum Kawin,31.00
2017,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Belum Kawin,10.00
2017,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Belum Kawin,40.00
2017,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Belum Kawin,10.00
2017,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Belum Kawin,16.00
2017,JAKARTA BARAT,KALI DERES,KALIDERES,Belum Kawin,26.00
2017,JAKARTA BARAT,KALI DERES,SEMANAN,Belum Kawin,31.00
2017,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Belum Kawin,50.00
2017,JAKARTA BARAT,KALI DERES,KAMAL,Belum Kawin,29.00
2017,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Belum Kawin,34.00
2017,JAKARTA BARAT,PALMERAH,PALMERAH,Belum Kawin,31.00
2017,JAKARTA BARAT,PALMERAH,SLIPI,Belum Kawin,15.00
2017,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Belum Kawin,22.00
2017,JAKARTA BARAT,PALMERAH,JATI PULO,Belum Kawin,34.00
2017,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Belum Kawin,23.00
2017,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Belum Kawin,16.00
2017,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Belum Kawin,19.00
2017,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Belum Kawin,16.00
2017,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Belum Kawin,54.00
2017,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Belum Kawin,33.00
2017,JAKARTA BARAT,KEMBANGAN,JOGLO,Belum Kawin,30.00
2017,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Belum Kawin,5.00
2017,JAKARTA SELATAN,TEBET,TEBET TIMUR,Belum Kawin,11.00
2017,JAKARTA SELATAN,TEBET,TEBET BARAT,Belum Kawin,14.00
2017,JAKARTA SELATAN,TEBET,MENTENG DALAM,Belum Kawin,20.00
2017,JAKARTA SELATAN,TEBET,KEBON BARU,Belum Kawin,36.00
2017,JAKARTA SELATAN,TEBET,BUKIT DURI,Belum Kawin,43.00
2017,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Belum Kawin,21.00
2017,JAKARTA SELATAN,TEBET,MANGGARAI,Belum Kawin,41.00
2017,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Belum Kawin,1.00
2017,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Belum Kawin,
2017,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Belum Kawin,9.00
2017,JAKARTA SELATAN,SETIA BUDI,KARET,Belum Kawin,5.00
2017,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Belum Kawin,36.00
2017,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Belum Kawin,36.00
2017,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Belum Kawin,3.00
2017,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Belum Kawin,3.00
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Belum Kawin,11.00
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Belum Kawin,5.00
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Belum Kawin,28.00
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Belum Kawin,11.00
2017,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Belum Kawin,5.00
2017,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Belum Kawin,16.00
2017,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Belum Kawin,33.00
2017,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Belum Kawin,10.00
2017,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Belum Kawin,29.00
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Belum Kawin,33.00
2017,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Belum Kawin,28.00
2017,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Belum Kawin,23.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Belum Kawin,29.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Belum Kawin,25.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Belum Kawin,19.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Belum Kawin,23.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Belum Kawin,35.00
2017,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Belum Kawin,15.00
2017,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Belum Kawin,10.00
2017,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Belum Kawin,13.00
2017,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Belum Kawin,12.00
2017,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Belum Kawin,12.00
2017,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Belum Kawin,13.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Belum Kawin,2.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Belum Kawin,5.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Belum Kawin,9.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Belum Kawin,1.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Belum Kawin,8.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Belum Kawin,4.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Belum Kawin,13.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Belum Kawin,9.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Belum Kawin,20.00
2017,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Belum Kawin,18.00
2017,JAKARTA SELATAN,PANCORAN,PANCORAN,Belum Kawin,11.00
2017,JAKARTA SELATAN,PANCORAN,KALIBATA,Belum Kawin,17.00
2017,JAKARTA SELATAN,PANCORAN,RAWA JATI,Belum Kawin,12.00
2017,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Belum Kawin,18.00
2017,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Belum Kawin,8.00
2017,JAKARTA SELATAN,PANCORAN,CIKOKO,Belum Kawin,3.00
2017,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Belum Kawin,31.00
2017,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Belum Kawin,27.00
2017,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Belum Kawin,14.00
2017,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Belum Kawin,35.00
2017,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Belum Kawin,25.00
2017,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Belum Kawin,16.00
2017,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Belum Kawin,13.00
2017,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Belum Kawin,26.00
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Belum Kawin,25.00
2017,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Belum Kawin,15.00
2017,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Belum Kawin,22.00
2017,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Belum Kawin,36.00
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Belum Kawin,18.00
2017,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Belum Kawin,30.00
2017,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,Belum Kawin,17.00
2017,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Belum Kawin,13.00
2017,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Belum Kawin,27.00
2017,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Belum Kawin,7.00
2017,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Belum Kawin,36.00
2017,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Belum Kawin,35.00
2017,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Belum Kawin,13.00
2017,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Belum Kawin,41.00
2017,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Belum Kawin,36.00
2017,JAKARTA TIMUR,PULO GADUNG,JATI,Belum Kawin,17.00
2017,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Belum Kawin,25.00
2017,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Belum Kawin,43.00
2017,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Belum Kawin,11.00
2017,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Belum Kawin,30.00
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Belum Kawin,35.00
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Belum Kawin,36.00
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Belum Kawin,22.00
2017,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Belum Kawin,52.00
2017,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,Belum Kawin,33.00
2017,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,Belum Kawin,32.00
2017,JAKARTA TIMUR,KRAMAT JATI,DUKUH,Belum Kawin,22.00
2017,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,Belum Kawin,18.00
2017,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Belum Kawin,16.00
2017,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Belum Kawin,24.00
2017,JAKARTA TIMUR,KRAMAT JATI,CAWANG,Belum Kawin,16.00
2017,JAKARTA TIMUR,PASAR REBO,GEDONG,Belum Kawin,14.00
2017,JAKARTA TIMUR,PASAR REBO,BARU,Belum Kawin,14.00
2017,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Belum Kawin,10.00
2017,JAKARTA TIMUR,PASAR REBO,KALISARI,Belum Kawin,22.00
2017,JAKARTA TIMUR,PASAR REBO,PEKAYON,Belum Kawin,19.00
2017,JAKARTA TIMUR,CAKUNG,JATINEGARA,Belum Kawin,31.00
2017,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Belum Kawin,7.00
2017,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Belum Kawin,61.00
2017,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Belum Kawin,24.00
2017,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Belum Kawin,44.00
2017,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Belum Kawin,8.00
2017,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Belum Kawin,25.00
2017,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Belum Kawin,28.00
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Belum Kawin,24.00
2017,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Belum Kawin,37.00
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Belum Kawin,42.00
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Belum Kawin,20.00
2017,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Belum Kawin,30.00
2017,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Belum Kawin,16.00
2017,JAKARTA TIMUR,MAKASAR,MAKASAR,Belum Kawin,19.00
2017,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Belum Kawin,1.00
2017,JAKARTA TIMUR,MAKASAR,KEBON PALA,Belum Kawin,22.00
2017,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Belum Kawin,8.00
2017,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Belum Kawin,31.00
2017,JAKARTA TIMUR,CIRACAS,CIRACAS,Belum Kawin,48.00
2017,JAKARTA TIMUR,CIRACAS,CIBUBUR,Belum Kawin,39.00
2017,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Belum Kawin,33.00
2017,JAKARTA TIMUR,CIRACAS,SUSUKAN,Belum Kawin,16.00
2017,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Belum Kawin,27.00
2017,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Belum Kawin,17.00
2017,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Belum Kawin,8.00
2017,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Belum Kawin,10.00
2017,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Belum Kawin,11.00
2017,JAKARTA TIMUR,CIPAYUNG,SETU,Belum Kawin,9.00
2017,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Belum Kawin,18.00
2017,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Belum Kawin,37.00
2017,JAKARTA TIMUR,CIPAYUNG,CEGER,Belum Kawin,12.00
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. PANGGANG,Cerai Hidup,
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. KELAPA,Cerai Hidup,
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,P. HARAPAN,Cerai Hidup,1.00
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. UNTUNG JAWA,Cerai Hidup,
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. TIDUNG,Cerai Hidup,
2017,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,P. PARI,Cerai Hidup,
2017,JAKARTA PUSAT,GAMBIR,GAMBIR,Cerai Hidup,
2017,JAKARTA PUSAT,GAMBIR,CIDENG,Cerai Hidup,2.00
2017,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Cerai Hidup,2.00
2017,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Cerai Hidup,5.00
2017,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Cerai Hidup,2.00
2017,JAKARTA PUSAT,GAMBIR,DURI PULO,Cerai Hidup,3.00
2017,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Cerai Hidup,
2017,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Cerai Hidup,3.00
2017,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Cerai Hidup,1.00
2017,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Cerai Hidup,7.00
2017,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Cerai Hidup,3.00
2017,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Cerai Hidup,6.00
2017,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Cerai Hidup,6.00
2017,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Cerai Hidup,3.00
2017,JAKARTA PUSAT,KEMAYORAN,SERDANG,Cerai Hidup,4.00
2017,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Cerai Hidup,6.00
2017,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Cerai Hidup,2.00
2017,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Cerai Hidup,1.00
2017,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Cerai Hidup,4.00
2017,JAKARTA PUSAT,SENEN,SENEN,Cerai Hidup,1.00
2017,JAKARTA PUSAT,SENEN,KENARI,Cerai Hidup,1.00
2017,JAKARTA PUSAT,SENEN,PASEBAN,Cerai Hidup,1.00
2017,JAKARTA PUSAT,SENEN,KRAMAT,Cerai Hidup,3.00
2017,JAKARTA PUSAT,SENEN,KWITANG,Cerai Hidup,4.00
2017,JAKARTA PUSAT,SENEN,BUNGUR,Cerai Hidup,2.00
2017,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Cerai Hidup,3.00
2017,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Cerai Hidup,1.00
2017,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Cerai Hidup,2.00
2017,JAKARTA PUSAT,MENTENG,MENTENG,Cerai Hidup,2.00
2017,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Cerai Hidup,1.00
2017,JAKARTA PUSAT,MENTENG,CIKINI,Cerai Hidup,2.00
2017,JAKARTA PUSAT,MENTENG,GONDANGDIA,Cerai Hidup,1.00
2017,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Cerai Hidup,2.00
2017,JAKARTA PUSAT,TANAH ABANG,GELORA,Cerai Hidup,
